9

Author: Jake Vallow
Organisation: University of York, Wolfson Atmospheric Chemistry Laboratory
contact: jake.vallow@york.ac.uk
Instrument ID: Single Channel NO-LIF, laser 3
label: Example data
Reprocessed on: 2025/05/29 13:58:31
Time reference: (seconds since 1904-01-01 00:00:00)
Permalink to reprocess code: 

mac_time_s,lsr_pwr_on_mW,lsr_pwr_off_mW,lsr_pwr_mW,ref_on_cts,ref_off_cts,ref_cts_diff,sig_A_on_cts,sig_A_off_cts,sig_A_diff_cts,task,cal_mfc,cell_pressure
3831359899.049,0.49391375,0.238115,0.366014375,393436.01490521623,179591.89389127,213844.12101394622,32698.755621949836,44192.811070487005,-11494.055448537169,0.0,5.0009765625,599.865795983
3831359899.149,0.489785,0.23351,0.3616475,392184.36342694436,182442.14869423176,209742.2147327126,34833.15890929886,45515.54719162163,-10682.388282322769,0.0,5.0009765625,599.865795983
3831359899.249,0.49613,0.23567,0.3659,391371.2756638966,184000.97320307046,207370.30246082612,33838.290208656574,41086.43673294562,-7248.146524289048,0.0,4.9968752861,600.544413337
3831359899.349,0.49667500000000003,0.233055,0.364865,394491.38641818124,177142.23973369453,217349.1466844867,33542.25447366401,43114.442508836495,-9572.188035172483,0.0,4.9968752861,600.544413337
3831359899.449,0.4960425,0.231155,0.36359874999999997,387361.4481496428,176349.93367784508,211011.5144717977,35165.63197792393,45750.422798872525,-10584.790820948598,0.0,4.9968752861,598.508561276
3831359899.549,0.49599125,0.233715,0.364853125,392390.53945075464,166397.25101247436,225993.2884382803,34781.88979233389,44059.618097888495,-9277.728305554607,0.0,4.9968752861,598.508561276
3831359899.649,0.4954025,0.2334,0.36440125,393826.02172089036,184397.3822115657,209428.63950932465,32808.045111959815,42170.92427148186,-9362.879159522046,0.0,4.9968752861,597.96558853
3831359899.749,0.4968725,0.23823499999999997,0.36755375,395648.62597366364,176766.98063084227,218881.64534282137,34402.82869478014,44620.336489067275,-10217.507794287136,0.0,4.9968752861,597.96558853
3831359899.849,0.49085625,0.23851,0.364683125,396519.2672657918,175442.22496917704,221077.04229661473,35504.8248149285,46986.02093936853,-11481.19612444003,0.0,5.0027346611,602.173134416
3831359899.949,0.49477249999999995,0.23524,0.36500625,392018.50160640257,180372.4859950744,211646.01561132816,37241.151956467496,46670.283930390135,-9429.131973922638,0.0,5.0027346611,602.173134416
3831359900.049,0.49180250000000003,0.23631000000000002,0.36405625,397794.80985233665,178587.36572974463,219207.44412259202,36168.78636146449,44370.94220293075,-8202.155841466265,0.0,5.0027346611,600.001637749
3831359900.149,0.492715,0.23314000000000001,0.3629275,393948.61125604063,161427.11795599476,232521.49330004587,35893.12460311571,39505.870291045605,-3612.7456879298916,0.0,5.0027346611,600.001637749
3831359900.249,0.49577249999999995,0.237625,0.36669874999999996,394140.28271835786,171629.50148227753,222510.78123608034,35062.81942460155,47153.960810001816,-12091.141385400268,0.0,5.0027346611,600.408768729
3831359900.349,0.49459875,0.23811,0.366354375,395636.3172264808,171842.94550195208,223793.37172452873,34491.76692116873,45316.10476248045,-10824.337841311717,0.0,5.0027346611,600.408768729
3831359900.449,0.49947625000000007,0.240505,0.369990625,395462.0956518946,165797.42463414243,229664.67101775215,33640.49794123194,42884.38230395939,-9243.884362727455,0.0,4.9978518486,600.001637749
3831359900.549,0.49623875,0.23792999999999997,0.367084375,393637.99445889314,193177.207020315,200460.78743857815,34551.36026309537,38693.44360362072,-4142.083340525351,0.0,4.9978518486,600.001637749
3831359900.649,0.49485124999999996,0.23681000000000002,0.36583062499999996,386420.76295723196,187464.02066023473,198956.74229699722,35306.48240932728,41954.8736902725,-6648.391280945223,0.0,4.9978518486,598.644205884
3831359900.749,0.49350125,0.236215,0.36485812500000003,384509.2362384664,168526.08258105716,215983.15365740925,34328.35255932453,48166.90695193742,-13838.554392612888,0.0,4.9978518486,598.644205884
3831359900.849,0.4940025,0.23538,0.36469125,384819.7588228656,178575.73494867753,206244.02387418807,34659.29817748755,40762.16765277644,-6102.869475288891,0.0,4.9978518486,598.237074903
3831359900.949,0.49812,0.23443,0.366275,386157.45324624435,177610.319155765,208547.13409047935,35713.515068838395,49398.0061185186,-13684.491049680204,0.0,4.9978518486,598.237074903
3831359901.049,0.49774375,0.236775,0.367259375,395363.8590573864,171004.0988540975,224359.7602032889,34294.38464108182,45545.300800015146,-11250.916158933323,0.0,5.001953125,600.81589971
3831359901.149,0.49802500000000005,0.23153,0.36477750000000003,382040.8021213723,184744.02186900686,197296.78025236545,33755.456453455714,41132.9591832845,-7377.50272982879,0.0,5.001953125,600.81589971
3831359901.249,0.49442875,0.234855,0.364641875,394214.8490216457,180475.18923847028,213739.65978317545,32060.57329778372,47546.66789227559,-15486.094594491868,0.0,5.001953125,599.730151376
3831359901.349,0.504585,0.23523,0.36990749999999994,380108.8585266183,177082.94543012496,203025.9130964933,33394.08345228755,44213.3458913128,-10819.262439025246,0.0,5.001953125,599.730151376
3831359901.449,0.5008725,0.23964000000000002,0.37025625000000006,389358.6919983183,166646.50019211523,222712.19180620307,35213.58670725837,43679.55766311441,-8465.970955856035,0.0,5.001953125,598.780047649
3831359901.549,0.50109125,0.23551,0.368300625,393324.8297736391,167701.4435922804,225623.38618135868,35445.396543891286,44915.159314739874,-9469.762770848589,0.0,5.001953125,598.780047649
3831359901.649,0.50217875,0.23613,0.36915437500000003,390943.8614091606,185631.68831425806,205312.17309490254,34033.64009718614,43890.871062362276,-9857.230965176139,0.0,5.00058603287,602.85175177
3831359901.749,0.5060724999999999,0.23742999999999997,0.37175125,391859.2625570296,173928.528738385,217930.7338186446,33008.30781499945,41217.16495417275,-8208.857139173306,0.0,5.00058603287,602.85175177
3831359901.849,0.5032887500000001,0.240135,0.371711875,402247.54093232244,184279.08209732894,217968.4588349935,35453.99521614668,42797.54050183438,-7343.545285687702,0.0,5.00058603287,599.730151376
3831359901.949,0.5073975,0.234055,0.37072625,394908.21657316614,179040.7048690438,215867.51170412233,33503.05665603525,45460.733381148326,-11957.676725113073,0.0,5.00058603287,599.730151376
3831359902.049,0.5039075000000001,0.231495,0.36770125000000004,390562.63741347904,178386.7051260237,212175.93228745533,35717.005241616724,47505.98014750713,-11788.974905890405,0.0,5.00058603287,601.087386082
3831359902.149,0.5020737500000001,0.22949,0.36578187500000003,395855.0628043019,181098.05752445097,214757.00527985094,34972.25984401004,48012.25938410017,-13039.999540090132,0.0,5.00058603287,601.087386082
3831359902.249,0.5033475000000001,0.235325,0.36933625000000003,390126.980039887,185063.27002860213,205063.7100112849,34965.48739538764,41099.20090509811,-6133.713509710469,0.0,4.99863290787,597.55845755
3831359902.349,0.49637875,0.233305,0.364841875,392721.228111428,172183.5325105127,220537.69560091526,36106.21095141978,45998.42324175357,-9892.212290333788,0.0,4.99863290787,597.55845755
3831359902.449,0.496305,0.231935,0.36412,393463.8668122599,168742.27830389014,224721.58850836975,35538.92267498611,43764.8605659271,-8225.937890940986,0.0,4.99863290787,600.001637749
3831359902.549,0.49562625,0.22997499999999998,0.362800625,394334.6935762834,171188.55345361418,223146.14012266923,34860.13421389635,45761.80334554448,-10901.66913164813,0.0,4.99863290787,600.001637749
3831359902.649,0.4975525,0.23057,0.36406125,387875.15632799646,179033.30322158913,208841.85310640733,33086.65603874002,44714.989061053566,-11628.333022313549,0.0,4.99863290787,598.372916669
3831359902.749,0.49302999999999997,0.23138,0.362205,390512.7910641729,175259.86268343302,215252.9283807399,33331.064321998645,42965.37735276106,-9634.313030762416,0.0,4.99863290787,598.372916669
3831359902.849,0.49562875,0.230485,0.363056875,389648.47525770246,179601.17083873716,210047.3044189653,33956.343662844054,49860.51423180688,-15904.170568962829,0.0,5.00507831573,601.630358828
3831359902.949,0.49350125,0.23174,0.36262062500000003,383581.8487603876,178707.12425845882,204874.7245019288,35479.049964065576,43136.06267802312,-7657.012713957542,0.0,5.00507831573,601.630358828
3831359903.049,0.49243249999999994,0.23097,0.36170125,390935.47626753256,168150.95224268473,222784.52402484784,35085.71364210552,49438.21136995738,-14352.497727851864,0.0,5.00507831573,595.115277351
3831359903.149,0.4922875,0.22571000000000002,0.35899875000000003,393256.3699999228,186307.40914379174,206948.96085613107,34729.353724750195,40329.981549744945,-5600.62782499475,0.0,5.00507831573,595.115277351
3831359903.249,0.48659625,0.224655,0.355625625,391357.78329211107,186209.70316946422,205148.08012264685,34428.20007675066,48462.45117610287,-14034.251099352208,0.0,5.00507831573,600.137282356
3831359903.349,0.48483,0.22878500000000002,0.3568075,392956.38590037345,180547.21497082443,212409.17092954903,34807.17424780105,45759.35325042876,-10952.179002627709,0.0,5.00507831573,600.137282356
3831359903.449,0.48270124999999997,0.228905,0.355803125,388991.16467874346,175331.79257336532,213659.37210537813,36157.055612073,37951.038759876225,-1793.983147803221,0.0,4.99824237823,601.766003436
3831359903.549,0.4818225,0.23067,0.35624625,389411.52445999504,176859.14851803696,212552.37594195807,34335.54792758914,51794.90947001532,-17459.36154242618,0.0,4.99824237823,601.766003436
3831359903.649,0.48141125,0.22878,0.355095625,393419.8370788171,166306.75494434324,227113.08213447384,34183.919214541165,39139.48812062697,-4955.568906085806,0.0,4.99824237823,599.18717863
3831359903.749,0.47735625,0.232655,0.355005625,390509.78396612266,178762.9028280011,211746.88113812156,33890.17956221386,39581.48798679226,-5691.3084245783975,0.0,4.99824237823,599.18717863
3831359903.849,0.47925249999999997,0.23063499999999998,0.35494375,389409.4018907957,187294.84371436792,202114.55817642776,32777.21780323268,52962.781423430606,-20185.56362019793,0.0,4.99824237823,602.173134416
3831359903.949,0.47676,0.23228500000000002,0.3545225,389817.44631432195,177872.87769920187,211944.56861512008,33768.261548688926,42663.144851525576,-8894.88330283665,0.0,4.99824237823,602.173134416
3831359904.049,0.47777375,0.232295,0.355034375,390458.1976833456,177798.38135848314,212659.81632486245,32468.594904379166,44149.90978198756,-11681.314877608394,0.0,5.00039052963,597.829943923
3831359904.149,0.48499624999999996,0.228715,0.356855625,392411.32796869235,177613.67670005513,214797.65126863722,35172.5344704014,42372.629302268295,-7200.094831866896,0.0,5.00039052963,597.829943923
3831359904.249,0.48124125,0.234975,0.358108125,388877.04770493053,182820.48743132153,206056.560273609,36648.59784751413,44098.60940668721,-7450.011559173079,0.0,5.00039052963,600.680255102
3831359904.349,0.4834225,0.23160999999999998,0.35751625,388556.71250268095,172965.65816909674,215591.0543335842,34891.18943056864,43838.706309530404,-8947.516878961767,0.0,5.00039052963,600.680255102
3831359904.449,0.48375875,0.23571999999999999,0.359739375,400879.45595143834,177283.8337187444,223595.62223269395,35633.03429081738,45761.93638401316,-10128.902093195786,0.0,5.00039052963,597.422812942
3831359904.549,0.48518875,0.23682,0.361004375,392500.50881298946,179265.23199299473,213235.27681999473,35122.57952441115,47325.954909874505,-12203.375385463354,0.0,5.00039052963,597.422812942
3831359904.649,0.489,0.239655,0.3643275,388186.8079386041,166660.6604009813,221526.1475376228,33338.79160778195,46985.606566143135,-13646.814958361188,0.0,5.0017580986,598.237074903
3831359904.749,0.4830725,0.23368,0.35837625,396234.5838041408,168654.56939176237,227580.01441237843,36263.630058237024,47732.48963329983,-11468.859575062808,0.0,5.0017580986,598.237074903
3831359904.849,0.49109250000000004,0.23401,0.36255125,384553.20832594717,180292.50921004172,204260.69911590545,34835.80861591577,42896.49836696564,-8060.689751049875,0.0,5.0017580986,604.48047285
3831359904.949,0.4900375,0.23299999999999998,0.36151875,391177.91031624255,179823.13655543706,211354.7737608055,33475.47703397031,42679.280856481535,-9203.803822511225,0.0,5.0017580986,604.48047285
3831359905.049,0.49112,0.23076,0.36094,391079.31603289617,172190.19400015674,218889.12203273943,34473.48940718631,48595.85388159628,-14122.364474409973,0.0,5.0017580986,599.458665003
3831359905.149,0.4899975,0.236225,0.36311125,387209.4247066669,175541.53553096607,211667.88917570084,35589.04885186272,45655.742382458666,-10066.693530595949,0.0,5.0017580986,599.458665003
3831359905.249,0.48924875,0.23295,0.361099375,387749.47898355266,180925.10973163584,206824.36925191683,34795.943969287895,46754.70525345112,-11958.761284163222,0.0,4.99667978287,597.286971177
3831359905.349,0.49129,0.233055,0.3621725,392361.691941816,183585.11976855077,208776.57217326525,35119.552903233984,42888.7242373348,-7769.171334100814,0.0,4.99667978287,597.286971177
3831359905.449,0.48781125000000003,0.230965,0.359388125,392928.1431491957,170483.57046974788,222444.57267944783,34227.5993791729,47595.694747670386,-13368.095368497488,0.0,4.99667978287,601.766003436
3831359905.549,0.49212125,0.235215,0.363668125,395687.97594460764,179367.57100080748,216320.40494380015,35166.24497886857,41969.312805903064,-6803.067827034494,0.0,4.99667978287,601.766003436
3831359905.649,0.4910725,0.23349,0.36228125,398952.81896472746,185051.04099510185,213901.7779696256,33666.95336020289,43009.517897868966,-9342.564537666076,0.0,4.99667978287,604.073341869
3831359905.749,0.49025625,0.22925,0.359753125,397783.76542444894,184414.19363299472,213369.57179145422,33910.804506029315,44060.40594613024,-10149.601440100923,0.0,4.99667978287,604.073341869
3831359905.849,0.4917975,0.23368,0.36273875,393876.6410124537,176222.53066215388,217654.11035029983,33825.07793251216,44363.96852412274,-10538.89059161058,0.0,5.00117206573,597.151326569
3831359905.949,0.49038,0.23117,0.36077499999999996,392142.0985824226,180963.41941012273,211178.67917229986,33824.79749316592,44820.87208299149,-10996.07458982557,0.0,5.00117206573,597.151326569
3831359906.049,0.494135,0.22965000000000002,0.3618925,394318.00199897715,175210.605430211,219107.39656876615,34429.82119218908,41679.74066923796,-7249.919477048876,0.0,5.00117206573,600.81589971
3831359906.149,0.49137,0.23019,0.36078,401070.9049165646,182821.13882584873,218249.76609071586,34418.420911573565,47328.407346475826,-12909.986434902261,0.0,5.00117206573,600.81589971
3831359906.249,0.49045375,0.22931,0.359881875,394630.38594226347,166988.00628423458,227642.3796580289,35464.970454145056,38566.67001451882,-3101.699560373767,0.0,5.00117206573,598.372916669
3831359906.349,0.49077250000000006,0.23057,0.36067125,392849.10705494235,176975.76778593205,215873.3392690103,35745.31886659413,41750.741714012074,-6005.422847417947,0.0,5.00117206573,598.372916669
3831359906.449,0.48936124999999997,0.23135499999999998,0.360358125,403824.25512657495,177638.84362204163,226185.41150453332,34621.84431051301,34164.22689557336,457.6174149396538,0.0,4.99960947037,599.051534022
3831359906.549,0.4881975,0.23525000000000001,0.36172375,401720.52570906084,175490.48847556062,226230.03723350022,33269.07313376291,44280.884122318224,-11011.810988555313,0.0,4.99960947037,599.051534022
3831359906.649,0.48579,0.232025,0.3589075,402016.2672748923,181640.8813727071,220375.3859021852,33943.53571763772,48081.69785452811,-14138.162136890387,0.0,4.99960947037,597.694102157
3831359906.749,0.48917375,0.23624499999999998,0.362709375,400444.6437635128,184162.7719193584,216281.87184415438,36360.23290024345,46528.039779982675,-10167.806879739226,0.0,4.99960947037,597.694102157
3831359906.849,0.4855075,0.231365,0.35843625,403783.5658988337,175807.61951783174,227975.94638100194,34212.38267497975,49370.50381154105,-15158.121136561298,0.0,4.99960947037,596.879840196
3831359906.949,0.48913874999999996,0.23099999999999998,0.36006937499999997,397997.63022649504,183721.87799883995,214275.7522276551,35745.40130057325,46786.87267060412,-11041.471370030871,0.0,4.99960947037,596.879840196
3831359907.049,0.48988374999999995,0.23222500000000001,0.361054375,395704.05403217545,183302.4102911804,212401.64374099506,33967.668319893004,46426.41250800507,-12458.744188112069,0.0,4.99726581573,598.780047649
3831359907.149,0.4875075,0.229245,0.35837625,398839.7072646782,181134.67684875152,217705.03041592668,34588.46959873896,48885.23710589421,-14296.767507155251,0.0,4.99726581573,598.780047649
3831359907.249,0.48922125000000005,0.23509,0.36215562500000004,389915.3746179328,175125.4694332666,214789.90518466616,34440.35829086875,46771.49689143627,-12331.138600567516,0.0,4.99726581573,598.780047649
3831359907.349,0.48762875,0.23478500000000002,0.36120687500000004,397504.36290910444,170376.77547953394,227127.5874295705,33790.230318870024,47084.94640282043,-13294.716083950407,0.0,4.99726581573,598.780047649
3831359907.449,0.49049875,0.23672500000000002,0.36361187500000003,389735.6948913796,175424.7959182298,214310.89897314983,32877.2998050616,44906.04551871451,-12028.745713652912,0.0,4.99726581573,602.308976182
3831359907.549,0.48946999999999996,0.23478,0.362125,392174.29102528654,181276.69887941814,210897.5921458684,35932.338141247965,46178.177249750006,-10245.839108502041,0.0,4.99726581573,602.308976182
3831359907.649,0.48714875,0.23564000000000002,0.36139437500000005,397501.0653233758,173260.25646722096,224240.80885615485,33241.32404581155,47784.08357497359,-14542.759529162046,0.0,5.001953125,599.59430961
3831359907.749,0.48981624999999995,0.23331,0.361563125,390372.99696598755,182242.14898435975,208130.8479816278,34787.4253789672,51459.89793190285,-16672.47255293565,0.0,5.001953125,599.59430961
3831359907.849,0.49039125,0.23652,0.363455625,393415.8215386465,177101.7348204663,216314.08671818016,33564.675712721284,45362.64252062813,-11797.966807906843,0.0,5.001953125,601.630358828
3831359907.949,0.49116750000000003,0.23101,0.36108875,397498.5071929811,192894.21558481947,204604.2916081616,35084.346365737845,41898.77471452046,-6814.428348782618,0.0,5.001953125,601.630358828
3831359908.049,0.4883025,0.23123,0.35976624999999995,389264.1892416978,178453.40813005716,210810.78111164062,35791.019831697966,41467.454580459715,-5676.434748761749,0.0,5.001953125,603.394724516
3831359908.149,0.48955375,0.2334,0.36147687500000003,390194.2341630963,173608.45842623676,216585.77573685953,35299.32909690526,44889.64937930184,-9590.320282396577,0.0,5.001953125,603.394724516
3831359908.249,0.48544375,0.235215,0.360329375,393539.71859391435,175985.07359419105,217554.6449997233,36015.4483735276,48982.61566047337,-12967.167286945769,0.0,4.99765634537,600.272926964
3831359908.349,0.48798125000000003,0.22988,0.358930625,386659.9349161354,185420.48759107472,201239.44732506067,36456.49260768763,45963.29356556285,-9506.800957875224,0.0,4.99765634537,600.272926964
3831359908.449,0.49225874999999997,0.238,0.365129375,385706.9864191314,170916.54881197133,214790.43760716007,35680.92545724319,41124.22887623056,-5443.303418987372,0.0,4.99765634537,604.073341869
3831359908.549,0.488845,0.23457,0.36170749999999996,403684.65768620407,171586.6867061453,232097.97098005877,37122.19044115775,41493.183550033966,-4370.993108876217,0.0,4.99765634537,604.073341869
3831359908.649,0.4907575,0.23861500000000002,0.36468625,396242.9252446335,182690.92056473077,213552.00467990275,35452.09155632211,47632.25686651217,-12180.16531019006,0.0,4.99765634537,602.580265397
3831359908.749,0.49624,0.23065,0.363445,400385.42751398263,185338.32384018152,215047.10367380112,35813.54191485629,44130.7673953715,-8317.225480515212,0.0,4.99765634537,602.580265397
3831359908.849,0.4981025,0.230925,0.36451374999999997,393571.41076116776,185714.77711705677,207856.633644111,34822.177559807344,48113.69119832441,-13291.51363851707,0.0,4.99765634537,600.81589971
3831359908.949,0.49688125,0.23314000000000001,0.36501062500000003,395096.15295498306,188130.89210767526,206965.2608473078,37033.72673432299,48298.89101377911,-11265.16427945612,0.0,4.99765634537,600.81589971
3831359909.049,0.5035000000000001,0.23324,0.36837000000000003,388954.4200277042,183311.56361329794,205642.85641440627,33796.349975874546,42621.215039929375,-8824.86506405483,0.0,4.99765634537,601.901648043
3831359909.149,0.49779249999999997,0.23455,0.36617125,400617.5415730146,186333.13588498047,214284.4056880341,35213.376495592995,47121.34197222259,-11907.965476629593,0.0,4.99765634537,601.901648043
3831359909.249,0.50242875,0.23502499999999998,0.368726875,398806.43608999235,175738.41707375398,223068.01901623837,36374.343583547416,46347.488328382504,-9973.144744835088,0.0,4.99765634537,597.151326569
3831359909.349,0.5031475,0.23649,0.36981875,396831.46748030704,187700.37499624843,209131.0924840586,35893.104788581055,45368.598747624776,-9475.49395904372,0.0,4.99765634537,597.151326569
3831359909.449,0.5008475,0.24011,0.37047874999999997,405503.6721129588,178362.36793229042,227141.30418066838,33872.19430262697,45139.419215215785,-11267.224912588812,0.0,4.99941396713,599.051534022
3831359909.549,0.5038199999999999,0.23888,0.37134999999999996,401346.9394617705,175366.1905434604,225980.74891831013,33560.66693560363,48698.076589070544,-15137.409653466915,0.0,4.99941396713,599.051534022
3831359909.649,0.5085324999999999,0.236215,0.37237374999999995,409709.78209790913,177634.4184557607,232075.36364214844,32952.756748700136,47704.5127865866,-14751.756037886465,0.0,4.99941396713,599.051534022
3831359909.749,0.50806,0.24015999999999998,0.37410999999999994,398876.9869132852,176728.83788130427,222148.14903198095,34173.03714318991,45364.43471243481,-11191.397569244902,0.0,4.99941396713,599.051534022
3831359909.849,0.508815,0.23718,0.3729975,405041.4611760485,169373.25674517298,235668.2044308755,36041.81534662623,40382.31872099082,-4340.503374364591,0.0,4.99941396713,598.101430296
3831359909.949,0.51235875,0.238265,0.37531187499999996,408006.2273419695,183614.496666293,224391.7306756765,37074.77170102383,43989.01763429356,-6914.245933269733,0.0,4.99941396713,598.101430296
3831359910.049,0.5133099999999999,0.23933,0.37632,404207.3676857996,181790.2762651475,222417.0914206521,33778.94821623773,38015.90733717079,-4236.959120933061,0.0,4.99824237823,599.18717863
3831359910.149,0.51763625,0.23624,0.376938125,404590.5664536357,174748.35700938696,229842.20944424873,34284.504010934514,40066.82671554521,-5782.322704610699,0.0,4.99824237823,599.18717863
3831359910.249,0.51717375,0.239865,0.378519375,406527.7794880275,182682.56708406316,223845.21240396434,34500.35718360501,51149.04431474989,-16648.687131144878,0.0,4.99824237823,601.630358828
3831359910.349,0.51166125,0.24,0.375830625,403976.7157313658,183342.2282478406,220634.48748352518,33949.3366791973,40574.479141211435,-6625.142462014133,0.0,4.99824237823,601.630358828
3831359910.449,0.5141787499999999,0.2431,0.37863937499999994,405134.5952740497,168844.71912494075,236289.87614910892,35809.42726552182,46324.168240038634,-10514.740974516812,0.0,4.99824237823,600.680255102
3831359910.549,0.5141724999999999,0.24308000000000002,0.37862624999999994,400153.5312187933,170364.361925346,229789.1692934473,35691.064813878795,44128.10677155058,-8437.041957671783,0.0,4.99824237823,600.680255102
3831359910.649,0.514635,0.24115,0.37789249999999996,399809.05917764746,174973.92565621156,224835.1335214359,32948.011343484795,44763.04660604839,-11815.035262563593,0.0,5.00058603287,600.544413337
3831359910.749,0.5159625,0.23836,0.37716125,401262.2727321489,204354.49982081045,196907.77291133843,36066.84041620986,42357.004698439356,-6290.164282229496,0.0,5.00058603287,600.544413337
3831359910.849,0.51667125,0.23981000000000002,0.378240625,395687.30989005504,181535.03957730037,214152.27031275467,35404.94311006999,38235.41171107476,-2830.4686010047735,0.0,5.00058603287,600.001637749
3831359910.949,0.5108662500000001,0.241195,0.37603062500000006,403508.25228112575,182728.07145486813,220780.18082625762,35535.61590843777,41436.87759290746,-5901.2616844696895,0.0,5.00058603287,600.001637749
3831359911.049,0.5131775,0.237265,0.37522124999999995,393819.7330800622,176575.4362626125,217244.2968174497,33976.228275260066,45714.692124325025,-11738.46384906496,0.0,5.00058603287,599.730151376
3831359911.149,0.5124875,0.24062499999999998,0.37655625,398313.8828556807,188668.01598949096,209645.86686618975,33827.38055806048,41755.68120388627,-7928.300645825788,0.0,5.00058603287,599.730151376
3831359911.249,0.5126912499999999,0.23917,0.37593062499999996,403920.87395902595,182538.83510884823,221382.03885017772,34323.79220282416,40696.8381666555,-6373.0459638313405,0.0,5.00058603287,600.951544317
3831359911.349,0.51509,0.24229,0.37869,398172.41018654034,177490.85208881611,220681.55809772422,32802.553714035086,40581.58848759963,-7779.034773564541,0.0,5.00058603287,600.951544317
3831359911.449,0.51425625,0.24376,0.379008125,396553.50307166215,179254.9978425295,217298.50522913266,35654.821005308804,44721.15643585165,-9066.335430542844,0.0,5.00058603287,599.18717863
3831359911.549,0.51198375,0.241115,0.37654937499999996,397652.5782156291,176086.88072372813,221565.69749190097,34548.69918551241,42555.31252257526,-8006.613337062852,0.0,5.00058603287,599.18717863
3831359911.649,0.51538375,0.242115,0.378749375,393439.9325745856,181453.45020126546,211986.48237332015,35676.74507202714,46932.77768105509,-11256.032609027956,0.0,5.00058603287,598.644205884
3831359911.749,0.5136862499999999,0.23606,0.3748731249999999,400464.2352707449,188504.76723175377,211959.46803899112,34434.2902776674,49934.9568311225,-15500.6665534551,0.0,5.00058603287,598.644205884
3831359911.849,0.51531,0.23696,0.376135,401393.8903152115,174872.70097296263,226521.18934224886,34185.95409400621,45060.036990883804,-10874.082896877597,0.0,4.99921894073,599.051534022
3831359911.949,0.5103475,0.242305,0.37632625,401353.66711400356,179781.9718307357,221571.69528326785,34923.09096740735,40788.081588617206,-5864.990621209858,0.0,4.99921894073,599.051534022
3831359912.049,0.5171075,0.241025,0.37906625000000005,393831.5933882233,193793.78386417913,200037.8095240442,35513.36507959143,48279.93961872831,-12766.574539136884,0.0,4.99921894073,599.322823237
3831359912.149,0.51314125,0.24237,0.377755625,398124.41920545587,184120.045222373,214004.37398308286,35350.90494573793,41653.85012833642,-6302.945182598487,0.0,4.99921894073,599.322823237
3831359912.249,0.51332125,0.23872,0.376020625,397916.4283078216,174762.75752998263,223153.670777839,36078.12951839113,38143.31993421678,-2065.190415825651,0.0,4.99921894073,599.730151376
3831359912.349,0.51671625,0.23943,0.378073125,396836.6941412677,184574.52270079107,212262.1714404766,35441.8857675359,43480.727933752554,-8038.842166216651,0.0,4.99921894073,599.730151376
3831359912.449,0.51448125,0.24169000000000002,0.378085625,409378.33219210315,171309.67497708203,238068.6572150211,35642.11362384431,43525.96728948809,-7883.853665643786,0.0,5.00390625,600.951544317
3831359912.549,0.5132374999999999,0.244645,0.37894124999999995,404634.93697942863,182771.65089632233,221863.2860831063,34921.30415396599,50136.01447724687,-15214.71032328088,0.0,5.00390625,600.951544317
3831359912.649,0.52014125,0.241255,0.380698125,397141.20061149326,188687.020389439,208454.18022205424,33825.04605870503,43606.38215662807,-9781.336097923035,0.0,5.00390625,600.951544317
3831359912.749,0.5150712500000001,0.23938500000000001,0.377228125,410096.00361548597,198816.5626644873,211279.44095099866,34479.55384088666,48331.0434210889,-13851.489580202237,0.0,5.00390625,600.951544317
3831359912.849,0.510815,0.240475,0.375645,403714.5745037976,188417.0029581548,215297.57154564277,34736.677731555304,43149.44973133942,-8412.771999784112,0.0,5.00390625,599.59430961
3831359912.949,0.5161775,0.240705,0.37844124999999995,399359.5258293711,180989.5797182138,218369.94611115733,35427.71395119722,47443.47800916557,-12015.76405796835,0.0,5.00390625,599.59430961
3831359913.049,0.51622375,0.239985,0.378104375,410714.04231341614,173986.2959145854,236727.74639883073,34406.68994913336,47971.80690512316,-13565.116955989797,0.0,4.99746084213,598.237074903
3831359913.149,0.51466,0.24076,0.37771,400689.04376260936,180212.59796103727,220476.4458015721,35038.41411151735,48124.42700250794,-13086.01289099059,0.0,4.99746084213,598.237074903
3831359913.249,0.51922,0.243545,0.3813825,396879.23310926557,183239.73824729963,213639.49486196594,33890.023735893345,45358.90605422072,-11468.882318327378,0.0,4.99746084213,598.644205884
3831359913.349,0.516075,0.245855,0.380965,401534.8975253969,174333.51906448076,227201.37846091614,36580.1943919544,44730.47391920539,-8150.27952725099,0.0,4.99746084213,598.644205884
3831359913.449,0.5202012500000001,0.242955,0.38157812500000005,398676.9406014229,184453.74345841585,214223.19714300707,35604.483247211334,47665.16144861655,-12060.678201405215,0.0,4.99746084213,600.272926964
3831359913.549,0.5191775,0.24516,0.38216874999999995,408357.56283409667,175468.28169390862,232889.28114018805,34887.49527887209,45054.84539030185,-10167.350111429761,0.0,4.99746084213,600.272926964
3831359913.649,0.5212650000000001,0.24588,0.38357250000000004,409810.95570593904,185837.0280848676,223973.92762107143,35492.5101399275,42584.7635388781,-7092.253398950597,0.0,4.99863290787,598.372916669
3831359913.749,0.5288137500000001,0.244725,0.386769375,403501.0527504934,184623.80135200333,218877.25139849007,35493.3493889587,42967.55859210575,-7474.209203147053,0.0,4.99863290787,598.372916669
